id;geom
0;LINESTRING(-93.14385298 44.91120296,-93.14399522 44.91173556,-93.14407279 44.91204153,-93.14409586 44.91220077,-93.14413911 44.91253202,-93.144128 44.91353582,-93.14417302 44.91476452,-93.14422154 44.9153271,-93.14426437 44.91582666,-93.14463086 44.91940902,-93.14480843 44.9229511,-93.14481073 44.92370727,-93.14490192 44.92579563,-93.14487477 44.92602215,-93.14481774 44.92649789,-93.14478936 44.92660886,-93.14474491 44.92678605,-93.14468615 44.92701038,-93.1446507 44.92715075,-93.14427025 44.92798843,-93.14373761 44.92877227,-93.14343477 44.92912718,-93.14309779 44.92943628,-93.14266106 44.92979871,-93.14240846 44.92998038,-93.1418958 44.93029222,-93.14136201 44.9305625,-93.14124477 44.93061158,-93.14053129 44.93089697,-93.14010244 44.93103565,-93.13968358 44.93114334,-93.13926466 44.9312296,-93.13871162 44.93131363,-93.13796927 44.93137197,-93.13745094 44.9313996,-93.13635186 44.93140991,-93.13310547 44.93143618,-93.13285476 44.93143655,-93.13185032 44.93155023,-93.13088755 44.93170888,-93.12984983 44.93200714,-93.12914611 44.93237252,-93.12886024 44.93257591,-93.1266388 44.93415773,-93.1254462 44.93500973,-93.12388991 44.93601966,-93.1236028 44.936209,-93.1227828 44.93669602,-93.1190225 44.93856341,-93.11853535 44.93877545,-93.11687341 44.9393533,-93.11591211 44.93973687,-93.11495238 44.94011871,-93.11492353 44.94013019,-93.11478771 44.94018361,-93.11274119 44.94100482,-93.11203911 44.94134496,-93.11201504 44.94135662,-93.11172498 44.94149644,-93.11070497 44.94208256,-93.10955696 44.94284885,-93.10780288 44.9442137,-93.10700641 44.9448353,-93.1068349 44.94496689,-93.10443973 44.94658497,-93.10430658 44.94668011,-93.10405561 44.94686437,-93.10350857 44.94725726,-93.10345815 44.94729537,-93.10336664 44.94736585,-93.10330662 44.94742249,-93.10296543 44.94774307,-93.10259709 44.9482205,-93.10257182 44.94826554,-93.10222876 44.94888063,-93.10207622 44.94914817,-93.10155858 44.94990941,-93.101271 44.9501256,-93.1008855 44.9503285,-93.1007075 44.9503921,-93.10065385 44.95041127,-93.10051928 44.95045935,-93.09938804 44.95087022,-93.09836133 44.95132542,-93.09810133 44.95144548,-93.09699537 44.95198973,-93.09584349 44.95260425,-93.09497511 44.95303576)
1;LINESTRING(-93.14395816 44.91068687,-93.14399814 44.91077083,-93.14405596 44.91089226,-93.14429716 44.91168566,-93.14438062 44.91203319,-93.14442309 44.91248669,-93.14441796 44.91281077,-93.14455528 44.91563275,-93.14467178 44.91677586,-93.14493928 44.91939961,-93.14511767 44.9229462,-93.14510358 44.92316678,-93.14520764 44.92580423,-93.14512589 44.92652001,-93.14505805 44.92678565,-93.1450008 44.92701078,-93.14495061 44.92720888,-93.14456072 44.92806458,-93.14439886 44.92830207,-93.14399889 44.92888897,-93.14370454 44.92916389,-93.1436189 44.92923832,-93.14360038 44.92925443,-93.14358215 44.92927029,-93.14307187 44.92971381,-93.142473 44.93014217,-93.14202236 44.9304803,-93.14172093 44.9306112,-93.14111724 44.93087302,-93.14002068 44.93120744,-93.13901177 44.93144273,-93.1381171 44.93157884,-93.13757264 44.93161102,-93.13675767 44.93163899,-93.1363498 44.93164848,-93.13366549 44.93163365,-93.1331209 44.93166036,-93.13245577 44.93169356,-93.13097552 44.93192032,-93.13000037 44.93220051,-93.12956601 44.93241255,-93.12933236 44.93257636,-93.12708634 44.93416173,-93.12565881 44.93516704,-93.12380553 44.93637532,-93.12314749 44.93675787,-93.12296852 44.93687135,-93.11918882 44.93874776,-93.11868429 44.93896885,-93.1170176 44.9395512,-93.11622909 44.93987271,-93.11555442 44.94013644,-93.11554586 44.94013978,-93.1128984 44.94119372,-93.11260437 44.94133515,-93.11256085 44.94135609,-93.11191502 44.94166729,-93.11090811 44.94224889,-93.10977747 44.94300166,-93.10705854 44.94509952,-93.10465314 44.9467423,-93.10438927 44.94693609,-93.10420798 44.94706556,-93.10413053 44.94712087,-93.1037328 44.94741197,-93.10367965 44.94745203,-93.10361941 44.94749493,-93.10358375 44.94752853,-93.10352006 44.94758856,-93.10322552 44.94786437,-93.10287455 44.94831929,-93.10255017 44.94890147,-93.10239698 44.94919043,-93.10191672 44.94989999,-93.10181558 44.95004411,-93.10147412 44.95029197,-93.10105339 44.95051289,-93.10089208 44.95056402,-93.10083108 44.95059192,-93.10075728 44.95062568,-93.10037878 44.95077284,-93.09956518 44.95105769,-93.09855334 44.95149967,-93.09829526 44.9516214,-93.09715681 44.95216251,-93.09670258 44.95238174,-93.09596465 44.9527294,-93.09572219 44.95284686,-93.09495479 44.95315189)
