,y,x
149542013,29.50251,-98.520664
149542015,29.50339,-98.521425
149542017,29.504289,-98.522183
149542021,29.505181,-98.522946
149542023,29.50601,-98.523639
149542027,29.507699,-98.525043
149542036,29.508377,-98.525957
149542045,29.501712,-98.507804
149542049,29.501719,-98.511551
149542051,29.501726,-98.513607
149542086,29.502585,-98.516241
149542208,29.608755,-98.726167
149542231,29.6071909,-98.7243437
149542326,29.414332,-98.676432
149542350,29.509868,-98.527159
149542354,29.509849,-98.531202
149542356,29.509855,-98.535135
149542378,29.41423,-98.533338
149542380,29.414335,-98.53448
149542382,29.41444,-98.535614
149542384,29.41454,-98.536747
149542391,29.413567,-98.531964
149542397,29.414239,-98.532533
149542400,29.414313,-98.533327
149542541,29.570796,-98.470919
149542543,29.570857,-98.470673
149542679,29.462753,-98.707069
149542683,29.462156,-98.706437
149542687,29.461385,-98.705951
149542691,29.460653,-98.705751
149542697,29.459731,-98.705753
149542699,29.4592496,-98.7058296
149542728,29.475766,-98.5319
149542730,29.47568,-98.532089
149542738,29.474913,-98.533626
149542742,29.474124,-98.534915
149542768,29.4686846,-98.6453247
149542794,29.4689932,-98.6435641
149542800,29.4693507,-98.6428194
149542803,29.4697725,-98.6421172
149542806,29.4701823,-98.6414161
149542810,29.4705908,-98.6407152
149542823,29.470824,-98.639962
149542840,29.470128,-98.63806
149542841,29.469332,-98.637004
149542870,29.485519,-98.586577
149542894,29.496735,-98.667786
149542896,29.4959579,-98.6678676
149543027,29.5159105,-98.7138679
149543039,29.5008,-98.535084
149543059,29.500527,-98.538626
149543061,29.500516,-98.54212
149543062,29.5005088,-98.5439462
149543287,29.4313271,-98.5602715
149543289,29.429924,-98.56044
149543291,29.42845,-98.560627
149543294,29.427045,-98.560811
149543296,29.425573,-98.560991
149543298,29.424097,-98.561185
149543300,29.423131,-98.561306
149543354,29.580473,-98.678994
149543358,29.5804146,-98.6780389
149543387,29.50557,-98.606341
149543398,29.50683,-98.604669
149543417,29.4306983,-98.5540194
149543420,29.4300861,-98.554092
149543422,29.4293304,-98.5542711
149543424,29.428594,-98.5543698
149543425,29.427858,-98.554473
149543428,29.426962,-98.5546
149543430,29.4264529,-98.5546742
149543432,29.426126,-98.554708
149543435,29.425218,-98.554825
149543437,29.424973,-98.554857
149543439,29.4242964,-98.5548637
149543527,29.423409,-98.5549701
149543528,29.422207,-98.555095
149543530,29.421863,-98.555123
149543531,29.420216,-98.55533
149543532,29.418299,-98.555568
149543565,29.495248,-98.566432
149543570,29.495676,-98.565115
149543581,29.496392,-98.564235
149543589,29.497016,-98.563859
149543602,29.498087,-98.563175
149543608,29.498501,-98.562563
149543616,29.499475,-98.560272
149543657,29.497242,-98.557623
149543812,29.5596028,-98.6976289
149543869,29.580698,-98.510414
149543873,29.580949,-98.510444
149543884,29.581693,-98.51085
149543889,29.46059,-98.520908
149543891,29.461607,-98.521892
149543893,29.46245,-98.52271
149543895,29.462979,-98.523223
149543899,29.46302,-98.523264
149543902,29.463674,-98.523875
149543904,29.464104,-98.524285
149544007,29.631898,-98.483708
149544072,29.5003246,-98.4992664
149544074,29.500318,-98.498348
149544100,29.498992,-98.495071
149544111,29.4991916,-98.4917282
149544463,29.501645,-98.564231
149544535,29.450415,-98.474118
149544536,29.450419,-98.470304
149544537,29.4535798,-98.472107
149544588,29.547888,-98.632237
149544589,29.547881,-98.629709
149544591,29.6195186,-98.726935
149544593,29.6197458,-98.7268577
149544624,29.626589,-98.72027
149544669,29.630994,-98.715815
149544771,29.454914,-98.63958
149544773,29.455438,-98.638217
149544896,29.521398,-98.512195
149544902,29.523263,-98.510554
149544910,29.525317,-98.507908
149544917,29.526825,-98.5052386
149544931,29.525338,-98.507935
149544950,29.463275,-98.523265
149544952,29.463672,-98.523266
149544955,29.4641,-98.523263
149544957,29.464924,-98.523261
149544959,29.465727,-98.523263
149544961,29.466469,-98.523264
149544967,29.466474,-98.524293
149544969,29.467136,-98.524287
149544971,29.467937,-98.524286
149544975,29.46875,-98.524286
149544977,29.469557,-98.524283
149544979,29.470374,-98.524282
149544981,29.471181,-98.52428
149544983,29.471992,-98.524274
149544985,29.472812,-98.52428
149544987,29.474429,-98.524273
149544990,29.475243,-98.524268
149544992,29.476055,-98.524264
149544993,29.476854,-98.524263
149544996,29.477668,-98.524265
149544998,29.479305,-98.524262
149545000,29.479535,-98.524259
149545006,29.4809161,-98.5242638
149545008,29.481716,-98.524248
149545010,29.482532,-98.524246
149545012,29.483348,-98.524245
149545015,29.484163,-98.524244
149545017,29.484972,-98.524237
149545019,29.485768,-98.52424
149545022,29.486584,-98.524234
149545024,29.487406,-98.524233
149545025,29.488544,-98.524228
149545068,29.5795966,-98.663502
149545070,29.5795753,-98.6652898
149545156,29.527625,-98.502841
149545161,29.499813,-98.51743
149545163,29.500804,-98.517431
149545167,29.492275,-98.517274
149545176,29.492862,-98.517364
149545178,29.49374,-98.517361
149545181,29.494116,-98.517362
149545183,29.494606,-98.517363
149545189,29.495491,-98.517373
149545190,29.495846,-98.517394
149545197,29.497237,-98.517434
149545202,29.498023,-98.517563
149545210,29.498948,-98.517885
149545354,29.441361,-98.706443
149545356,29.441689,-98.706649
149545373,29.500263,-98.584527
149545385,29.501808,-98.583123
149545393,29.5032898,-98.5825811
149545419,29.542805,-98.542347
149545441,29.54316,-98.5441103
149545446,29.5436146,-98.544862
149545449,29.5441626,-98.545508
149545455,29.544805,-98.546047
149545461,29.545486,-98.546576
149545463,29.545885,-98.54705
149545521,29.5996095,-98.5182246
149545576,29.459116,-98.518609
149545592,29.457577,-98.519239
149545599,29.506786,-98.652772
149545601,29.506785,-98.65376
149545607,29.455805,-98.487323
149545618,29.456223,-98.486875
149545645,29.455802,-98.486435
149545670,29.5397193,-98.5156644
149545672,29.540396,-98.51652
149545676,29.541107,-98.517435
149545679,29.541753,-98.51826
149545681,29.542486,-98.519205
149545683,29.543201,-98.5201138
149545687,29.543876,-98.5209869
149545689,29.544623,-98.521937
149545718,29.547613,-98.523749
149545729,29.548953,-98.524259
149545730,29.550015,-98.525151
149545735,29.551426,-98.52666
149545793,29.4317153,-98.5633376
149545805,29.434571,-98.563001
149545807,29.435764,-98.562849
149545813,29.4668305,-98.6715354
149545818,29.466186,-98.67184
149545825,29.4658133,-98.6724068
149545834,29.503717,-98.469131
149545839,29.435626,-98.517627
149545842,29.434532,-98.517766
149545851,29.627448,-98.489799
149545870,29.626222,-98.4903126
149545874,29.6260581,-98.4903583
149545882,29.496974,-98.471265
149545884,29.497241,-98.471161
149545889,29.497692,-98.473353
149545891,29.497609,-98.473389
149545893,29.497541,-98.47341
149545942,29.4348893,-98.6236148
149545947,29.4340047,-98.623621
149545951,29.429548,-98.6237544
149545952,29.4265812,-98.6237904
149545955,29.425079,-98.623808
149545957,29.424004,-98.623812
149545961,29.420811,-98.623868
149545963,29.4195724,-98.6239011
149545967,29.4177346,-98.6239499
149546055,29.492192,-98.5667
149546061,29.492742,-98.567721
149546063,29.493414,-98.568457
149546087,29.562873,-98.557048
149546089,29.56363,-98.558024
149546096,29.463492,-98.551779
149546100,29.464254,-98.551667
149546108,29.4647678,-98.5517249
149546122,29.4646733,-98.5510383
149546126,29.47708,-98.501804
149546158,29.476033,-98.503868
149546162,29.475361,-98.504409
149546170,29.474621,-98.505028
149546174,29.474454,-98.505271
149546181,29.4742081,-98.5059712
149546196,29.4597515,-98.6718492
149546207,29.4580834,-98.6734436
149546233,29.4543745,-98.6775214
149546241,29.4536313,-98.6795565
149546261,29.452629,-98.6813597
149546263,29.4525523,-98.681434
149546276,29.4504202,-98.6843269
149546281,29.4497723,-98.6853328
149546288,29.4488259,-98.6875107
149546301,29.4488596,-98.6901097
149546305,29.4488766,-98.6902284
149546308,29.4491196,-98.6923995
149546320,29.4490205,-98.6959544
149546332,29.4481485,-98.7022732
149546359,29.4479503,-98.7073865
149546363,29.4479266,-98.7105198
149546368,29.4479263,-98.710816
149546377,29.4479158,-98.7123119
149546425,29.447516,-98.718113
149546431,29.4471113,-98.7202232
149546439,29.4467398,-98.7221812
149546463,29.4449564,-98.724922
149546471,29.443363,-98.726698
149546476,29.4424416,-98.7277315
149546488,29.4414642,-98.728794
149546492,29.4411392,-98.7290746
149546505,29.4396892,-98.7305797
149546691,29.4588149,-98.6637565
149546877,29.4185552,-98.6296631
149546882,29.420585,-98.629643
149546898,29.42183,-98.6292465
149546906,29.42306,-98.627883
149546924,29.426581,-98.625529
149546927,29.4295514,-98.6254978
149546942,29.430855,-98.625806
149546955,29.432492,-98.628774
149546961,29.432994,-98.62973
149547003,29.4429065,-98.639107
149547058,29.4496196,-98.6469407
149547206,29.515354,-98.507978
149547233,29.5143707,-98.5042097
149547234,29.5143141,-98.504148
149547239,29.513546,-98.503608
149547244,29.512789,-98.50308
149547253,29.5125019,-98.501416
149547257,29.5125227,-98.5010074
149547259,29.5122117,-98.4992704
149547261,29.5125192,-98.5008193
149547268,29.5126509,-98.5014188
149547274,29.512891,-98.502931
149547278,29.51363,-98.503461
149547288,29.5144807,-98.5040786
149547292,29.51505,-98.504805
149547321,29.527523,-98.662275
149547367,29.602238,-98.71397
149547369,29.602436,-98.713758
149547399,29.5003,-98.589954
149547410,29.5052765,-98.5851245
149547422,29.592881,-98.638348
149547424,29.593191,-98.637402
149547433,29.593635,-98.636419
149547438,29.594507,-98.634709
149547442,29.595035,-98.634419
149547462,29.596632,-98.633802
149547471,29.444726,-98.471974
149547504,29.573691,-98.675561
149547514,29.573975,-98.678006
149547538,29.574153,-98.574179
149547543,29.500824,-98.672534
149547561,29.535611,-98.670059
149547564,29.5722337,-98.6671096
149547576,29.5721651,-98.6642968
149547710,29.49232,-98.4917235
149547715,29.494936,-98.495685
149547716,29.495291,-98.496228
149547717,29.4967233,-98.4983762
149547719,29.4969565,-98.4987332
149547722,29.4973196,-98.4992735
149547724,29.498022,-98.500269
149547726,29.498317,-98.50072
149547727,29.49907,-98.501862
149547728,29.499222,-98.5021
149547729,29.500309,-98.503723
149547731,29.50182,-98.50604
149547776,29.513018,-98.523001
149547783,29.5149792,-98.5259317
149547788,29.5161229,-98.5278162
149547795,29.516559,-98.528446
149547797,29.5187818,-98.5317314
149547815,29.518938,-98.53513
149547824,29.477001,-98.578131
149547835,29.478587,-98.578102
149547855,29.479529,-98.575666
149547908,29.600954,-98.633185
149547933,29.598849,-98.631976
149547941,29.489309,-98.670192
149547943,29.489338,-98.669785
149548322,29.518191,-98.687613
149548329,29.518943,-98.68759
149548335,29.6186101,-98.6199039
149548337,29.6190593,-98.6191669
149548344,29.6192953,-98.6185722
149548353,29.6192025,-98.6173838
149548361,29.6187441,-98.6162274
149548367,29.618502,-98.615425
149548377,29.6185651,-98.6140464
149548487,29.460298,-98.535322
149548488,29.461365,-98.535193
149548490,29.462432,-98.535056
149548492,29.463491,-98.534922
149548494,29.464505,-98.534802
149548496,29.465518,-98.534676
149548498,29.466538,-98.534542
149548500,29.467556,-98.534416
149548502,29.468545,-98.534297
149548505,29.4693435,-98.5341947
149548643,29.482651,-98.560535
149548670,29.482318,-98.564212
149548801,29.470983,-98.600429
149548803,29.47298,-98.600419
149548805,29.4749978,-98.6004509
149548832,29.466371,-98.612002
149548834,29.572676,-98.510874
149548839,29.5719675,-98.510607
149548853,29.571234,-98.5100579
149548858,29.475347,-98.517438
149548863,29.4754137,-98.5183873
149548865,29.475224,-98.518726
149548867,29.475224,-98.519067
149548869,29.475226,-98.520821
149548871,29.47523,-98.522544
149548873,29.475245,-98.526011
149548878,29.475139,-98.527757
149548890,29.474324,-98.530997
149548892,29.47419,-98.531324
149548898,29.473551,-98.53261
149548906,29.472562,-98.534122
149548931,29.475099,-98.5078664
149548933,29.47509,-98.509585
149548937,29.475092,-98.511309
149548945,29.475214,-98.515625
149548951,29.475179,-98.517278
149548963,29.528121,-98.58036
149548993,29.52877,-98.581836
149549000,29.478782,-98.647586
149549001,29.47902,-98.646057
149549026,29.480265,-98.643336
149549041,29.427143,-98.674966
149549060,29.427921,-98.6695865
149549204,29.565805,-98.637383
149549256,29.44257,-98.721076
149549258,29.440634,-98.721099
149549305,29.530721,-98.581168
149549306,29.530567,-98.582116
149549452,29.482518,-98.517179
149549454,29.482518,-98.517327
149549456,29.48252,-98.519059
149549458,29.482522,-98.520781
149549460,29.482532,-98.522511
149549464,29.482543,-98.5260129
149549471,29.4832016,-98.4917163
149549473,29.483206,-98.495181
149549477,29.4832256,-98.4992815
149549485,29.483307,-98.501069
149549491,29.483347,-98.501828
149549499,29.483298,-98.502756
149549504,29.483233,-98.504311
149549510,29.483334,-98.506153
149549513,29.483352,-98.507844
149549519,29.483031,-98.5078449
149549533,29.48256,-98.510513
149549541,29.482276,-98.51349
149549542,29.482481,-98.513491
149549544,29.482481,-98.515692
149549577,29.483147,-98.573639
149549579,29.483919,-98.57402
149549589,29.484679,-98.57431
149549593,29.531161,-98.649037
149549596,29.531165,-98.648108
149549680,29.516459,-98.614381
149549682,29.516713,-98.614714
149549687,29.508144,-98.599763
149549689,29.508629,-98.599291
149549691,29.509119,-98.5988
149550130,29.46727,-98.48627
149550182,29.469711,-98.484496
149550198,29.469996,-98.482483
149550211,29.4708718,-98.480684
149550233,29.4665032,-98.4870359
149550246,29.538554,-98.611982
149550248,29.538703,-98.611739
149550283,29.4205328,-98.4961787
149550285,29.4200528,-98.4950327
149550287,29.419561,-98.493895
149550292,29.419518,-98.493911
149550399,29.59686,-98.712506
149550496,29.588268,-98.558913
149550507,29.59133,-98.560761
149550534,29.448495,-98.598179
149550605,29.507255,-98.470892
149550607,29.508991,-98.470879
149550609,29.509756,-98.470876
149550611,29.5102797,-98.4708787
149550615,29.511091,-98.470869
149550617,29.511379,-98.470868
149550623,29.502419,-98.470168
149550625,29.502881,-98.470171
149550627,29.503723,-98.47018
149550629,29.504567,-98.470185
149550631,29.505387,-98.470193
149550633,29.507249,-98.470155
149550638,29.511912,-98.471249
149550640,29.51271,-98.471252
149550642,29.513521,-98.471256
149550643,29.514301,-98.471259
149550678,29.490231,-98.586009
149550698,29.491416,-98.588182
149550749,29.563847,-98.514839
149550788,29.565181,-98.516528
149550799,29.565587,-98.515809
149550812,29.565448,-98.514958
149550917,29.440281,-98.472525
149550919,29.4415822,-98.472526
149550926,29.438909,-98.47252
149550928,29.439728,-98.472522
149550930,29.439848,-98.472523
149550965,29.4829637,-98.6143473
149550972,29.4822984,-98.6143612
149550973,29.519511,-98.560561
149551014,29.558763,-98.465269
149551051,29.559061,-98.655757
149551053,29.559062,-98.655176
149551055,29.559066,-98.654267
149551057,29.559068,-98.653342
149551059,29.559066,-98.652493
149551079,29.5517987,-98.6557664
149551092,29.552609,-98.656642
149551103,29.442645,-98.6460097
149551113,29.4428977,-98.6470878
149551123,29.4428894,-98.6483101
149551132,29.4419224,-98.6502489
149551155,29.4417435,-98.6555904
149551163,29.4420964,-98.6566324
149551167,29.442153,-98.6567382
149551172,29.4427051,-98.6576472
149551188,29.4449492,-98.6591008
149551190,29.4454037,-98.6593914
149551206,29.447231,-98.661389
149551214,29.4492771,-98.6627375
149551216,29.4512744,-98.6637828
149551218,29.4527214,-98.6645391
149551234,29.4555375,-98.6645615
149551236,29.4580818,-98.6640616
149551238,29.4582991,-98.6640052
149551325,29.512965,-98.679024
149551327,29.510556,-98.679025
149551334,29.416829,-98.488539
149551336,29.416034,-98.487551
149551337,29.4150994,-98.4863842
149551357,29.4297987,-98.5255776
149551359,29.4308833,-98.5254493
149551361,29.4319706,-98.5253206
149551364,29.4330488,-98.5251931
149551369,29.428027,-98.52568
149551371,29.428912,-98.525593
149551374,29.429791,-98.525494
149551546,29.5910551,-98.6019863
149551575,29.622227,-98.685661
149551699,29.474997,-98.606129
149551709,29.475151,-98.607408
149551789,29.4948,-98.535023
149551791,29.494803,-98.53579
149551797,29.494777,-98.53859
149551799,29.494769,-98.542077
149551801,29.494758,-98.545621
149551806,29.4522273,-98.4815596
149551808,29.452502,-98.489283
149551810,29.4524489,-98.4849922
149551816,29.4529673,-98.4939815
149551822,29.452401,-98.482365
149551824,29.4523387,-98.4818428
149551829,29.4523678,-98.4815611
149551909,29.50274,-98.511546
149551920,29.502584,-98.513601
149552035,29.5238615,-98.6365938
149552073,29.515675,-98.511579
149552083,29.516368,-98.51076
149552087,29.517013,-98.509616
149552102,29.576397,-98.540514
149552107,29.575525,-98.539661
149552140,29.4746523,-98.6547401
149552159,29.4771001,-98.6490444
149552171,29.4805581,-98.4670727
149552180,29.479497,-98.469219
149552184,29.479438,-98.46915
149552192,29.478514,-98.470462
149552194,29.47788,-98.47142
149552196,29.477252,-98.472359
149552202,29.476724,-98.473212
149552203,29.555695,-98.636119
149552205,29.555683,-98.63762
149552319,29.4285205,-98.7021556
149552321,29.428144,-98.701974
149552325,29.5693437,-98.6169995
149552338,29.551403,-98.676667
149552343,29.503715,-98.467633
149552345,29.503395,-98.466454
149552419,29.5897561,-98.6979511
149552429,29.591807,-98.696082
149552477,29.591124,-98.689087
149552489,29.579639,-98.508014
149552512,29.4818763,-98.614719
149552515,29.502337,-98.608216
149552516,29.50265,-98.608143
149552517,29.419692,-98.6450632
149552524,29.41957,-98.647045
149552561,29.588248,-98.464212
149552579,29.621201,-98.68079
149552593,29.621668,-98.6794
149552631,29.6247612,-98.6787077
149552718,29.563701,-98.642681
149552720,29.566892,-98.642712
149552981,29.482786,-98.615869
149552994,29.481946,-98.616987
149553313,29.519849,-98.63052
149553325,29.520745,-98.632364
149553333,29.520928,-98.633469
149553388,29.494221,-98.633419
149553410,29.495427,-98.633238
149553495,29.493207,-98.661699
149553503,29.487602,-98.655451
149553517,29.486969,-98.654726
149553600,29.5725221,-98.668988
149553602,29.5731975,-98.6705864
149553638,29.583816,-98.574191
149553648,29.584097,-98.573698
149553653,29.583343,-98.576488
149553701,29.496436,-98.658807
149553705,29.495703,-98.65876
149553719,29.494064,-98.658263
149553730,29.5028889,-98.6249223
149553732,29.503384,-98.625186
149553734,29.504229,-98.62568
149553738,29.505071,-98.626177
149553740,29.505868,-98.626674
149553742,29.506671,-98.627172
149553744,29.507522,-98.627706
149553990,29.527825,-98.623635
149553992,29.527831,-98.623952
149554202,29.42464,-98.671647
149554208,29.424384,-98.670787
149554277,29.42927,-98.481815
149554283,29.428873,-98.480618
149554376,29.580316,-98.509312
149554378,29.580126,-98.5090774
149554578,29.422854,-98.49214
149554584,29.4216345,-98.4922447
149554589,29.520622,-98.630211
149554595,29.52158,-98.632113
149554598,29.563993,-98.541952
149554608,29.564935,-98.541431
149554864,29.584713,-98.553238
149554868,29.5818302,-98.5575152
149554870,29.5814214,-98.5581217
149554872,29.580286,-98.5598062
149554893,29.574701,-98.568088
149554903,29.57322,-98.570285
149554905,29.572762,-98.570964
149554921,29.5692122,-98.5764182
149554925,29.5688184,-98.5771892
149554938,29.567638,-98.579794
149554942,29.566011,-98.583424
149554946,29.564835,-98.586102
149554959,29.5630822,-98.5935389
149554963,29.5630776,-98.598408
149554965,29.5630775,-98.5996811
149554967,29.5630714,-98.6007657
149554969,29.5630735,-98.6012834
149554972,29.5630576,-98.6030712
149554974,29.563019,-98.60609
149554976,29.5629925,-98.6109067
149554987,29.562055,-98.6148514
149554994,29.5588509,-98.6149786
149554998,29.5571437,-98.6149723
149555008,29.5599356,-98.6343825
149555018,29.5597872,-98.6331997
149555067,29.472932,-98.465096
149555072,29.5173628,-98.5501818
149555080,29.518278,-98.549601
149555095,29.560067,-98.560612
149555103,29.560459,-98.561277
149555194,29.522587,-98.612753
149555196,29.522543,-98.612404
149555301,29.545869,-98.554338
149555305,29.545446,-98.553758
149555383,29.582806,-98.53016
149555514,29.6241456,-98.5088388
149555515,29.6240175,-98.5087251
149555517,29.6238537,-98.5086386
149555920,29.466408,-98.5712195
149555924,29.466359,-98.572568
149555926,29.46632,-98.573255
149555929,29.466224,-98.57532
149555931,29.466192,-98.576088
149555933,29.466189,-98.576152
149555935,29.466114,-98.578089
149555937,29.466,-98.580887
149555939,29.465999,-98.580904
149555954,29.465246,-98.584982
149556021,29.560338,-98.550122
149556405,29.565481,-98.685998
149556407,29.566401,-98.684988
149556414,29.567522,-98.683824
149556449,29.575069,-98.681608
149556453,29.576808,-98.679881
149556455,29.578147,-98.678847
149556469,29.579084,-98.67842
149556479,29.580003,-98.67885
149556491,29.581006,-98.679327
149556495,29.582344,-98.680579
149556502,29.482498,-98.672831
149556514,29.482983,-98.673539
149556524,29.483622,-98.674195
149556532,29.484244,-98.674778
149556567,29.484271,-98.676939
149556604,29.481739,-98.67482
149556653,29.5862784,-98.6277243
149556680,29.5866416,-98.623445
149556687,29.5874082,-98.6205441
149556692,29.459853,-98.592208
149556705,29.460268,-98.597914
149556761,29.495589,-98.575532
149556764,29.4971561,-98.5747118
149556775,29.580242,-98.529533
149556804,29.437161,-98.502266
149556808,29.437211,-98.503876
149556809,29.431842,-98.629015
149556810,29.431846,-98.62985
149556816,29.494026,-98.533045
149556821,29.493942,-98.535014
149556831,29.5871892,-98.6342577
149556833,29.588311,-98.634632
149556836,29.589721,-98.635221
149556839,29.591452,-98.635858
149556845,29.59536,-98.636862
149556924,29.538469,-98.639615
149556960,29.4415812,-98.469182
149556962,29.442363,-98.46918
149556963,29.529377,-98.500573
149556987,29.555985,-98.603696
149556988,29.555986,-98.602159
149556989,29.593441,-98.474387
149557001,29.592783,-98.479778
149557008,29.594069,-98.483971
149557009,29.594715,-98.484807
149557019,29.491658,-98.598554
149557027,29.4917173,-98.6016602
149557047,29.49267,-98.586752
149557078,29.526827,-98.5796498
149557085,29.528037,-98.582318
149557086,29.591858,-98.6221066
149557087,29.5913621,-98.6220353
149557089,29.5886697,-98.6216839
149557091,29.583698,-98.52919
149557093,29.582379,-98.530952
149557094,29.581994,-98.531682
149557098,29.5366271,-98.4946155
149557103,29.537522,-98.496508
149557106,29.537832,-98.49713
149557115,29.537811,-98.498144
149557117,29.486977,-98.682527
149557118,29.486226,-98.682562
149557146,29.455814,-98.57618
149557147,29.45583,-98.577915
149557154,29.455779,-98.580424
149557163,29.455384,-98.568374
149557165,29.455392,-98.569313
149557166,29.45543,-98.572316
149557167,29.455449,-98.576185
149557186,29.560463,-98.55673
149557189,29.560756,-98.557263
149557192,29.423138,-98.639149
149557193,29.422629,-98.638706
149557208,29.487357,-98.581544
149557213,29.488668,-98.581203
149557262,29.486154,-98.652302
149557264,29.486477,-98.651413
149557265,29.4499275,-98.4918349
149557266,29.4499289,-98.4913185
149557267,29.475813,-98.491711
149557269,29.475808,-98.493717
149557277,29.475882,-98.49781
149557284,29.475094,-98.498706
149557450,29.597176,-98.524954
149557714,29.483949,-98.672495
149557741,29.559751,-98.584955
149557743,29.560126,-98.58547
149557797,29.4324801,-98.571753
149557810,29.4315948,-98.5718462
149557813,29.430863,-98.571928
149557815,29.430484,-98.571973
149557818,29.43015,-98.572013
149557820,29.428702,-98.572202
149557822,29.428503,-98.572226
149557825,29.427974,-98.572289
149557827,29.427145,-98.572386
149557829,29.426878,-98.572416
149557833,29.423792,-98.572819
149557837,29.421046,-98.573167
149557923,29.438665,-98.6702807
149557938,29.468552,-98.60714
149557940,29.46898,-98.607138
149557942,29.4696658,-98.6071602
149557948,29.4697004,-98.607112
149557950,29.469815,-98.607201
149557956,29.499724,-98.692108
149557957,29.499207,-98.692472
149557962,29.5330151,-98.4962157
149557983,29.504517,-98.627335
149557985,29.504609,-98.627141
149558130,29.445203,-98.597596
149558140,29.445178,-98.598784
149558147,29.445038,-98.599698
149558154,29.444734,-98.600647
149558451,29.496003,-98.656444
149558465,29.496393,-98.659648
149558467,29.496351,-98.660547
149558469,29.496327,-98.66108
149558486,29.4962941,-98.6624225
149558508,29.496501,-98.663081
149558525,29.496449,-98.664087
149558538,29.496626,-98.664976
149558554,29.496737,-98.668197
149558571,29.518304,-98.547764
149558585,29.517895,-98.548739
149558616,29.477398,-98.643455
149558618,29.47745,-98.643198
149558657,29.558829,-98.610627
149558659,29.557656,-98.610618
149558983,29.508081,-98.598556
149558997,29.475134,-98.534922
149558999,29.475595,-98.534124
149559007,29.600069,-98.470656
149559011,29.60006,-98.470372
149559013,29.600494,-98.468549
149559015,29.60072,-98.467559
149559039,29.601015,-98.46227
149559041,29.600154,-98.462001
149559048,29.599459,-98.462028
149559065,29.59772,-98.463084
149559101,29.6092923,-98.4927788
149559106,29.609998,-98.493044
149559127,29.6160608,-98.4939761
149559129,29.616211,-98.493998
149559137,29.6188588,-98.4943825
149559142,29.6208841,-98.4945748
149559148,29.6233238,-98.4947984
149559152,29.6249825,-98.4949517
149559156,29.6267,-98.495114
149559158,29.626865,-98.495132
149559160,29.6288079,-98.4953065
149559162,29.632626,-98.49566
149559536,29.6326238,-98.4954543
149559539,29.6288199,-98.4951028
149559541,29.6268758,-98.4949182
149559542,29.6267068,-98.4949056
149559544,29.6249932,-98.4947691
149559546,29.624147,-98.494661
149559548,29.6233406,-98.4945919
149559558,29.6212058,-98.494399
149559560,29.6208931,-98.4943766
149559563,29.6188712,-98.494174
149559573,29.616233,-98.493801
149559597,29.609612,-98.492782
149559663,29.5693733,-98.5419525
149559667,29.569628,-98.541403
149559776,29.440563,-98.676001
149559778,29.4413317,-98.6762835
149559780,29.4420893,-98.676566
149559798,29.51216,-98.646994
149559817,29.537226,-98.664534
149559819,29.537221,-98.663704
149559988,29.561219,-98.635706
149560010,29.44634,-98.722014
149560014,29.445946,-98.722907
149560022,29.445158,-98.723953
149560025,29.444652,-98.724576
149560027,29.44412,-98.725167
149560029,29.44359,-98.725755
149560031,29.443064,-98.726354
149560043,29.526535,-98.525907
149560048,29.526509,-98.524429
149560062,29.524713,-98.523004
149560118,29.552018,-98.481893
149560124,29.550343,-98.480204
149560201,29.580333,-98.556527
149560360,29.592379,-98.628924
149560411,29.592138,-98.633955
149560428,29.590936,-98.637073
149560434,29.589431,-98.639094
149560448,29.588087,-98.641889
149560456,29.587948,-98.643584
149560528,29.541222,-98.660714
149563010,29.427249,-98.5428433
149564256,29.5497496,-98.7045789
149566017,29.4299339,-98.7348944
149566305,29.536601,-98.548642
149566572,29.604712,-98.709157
149566624,29.606717,-98.706735
149569673,29.495482,-98.553428
149569686,29.4963781,-98.5545855
149569692,29.4961564,-98.5555303
149570561,29.6199628,-98.7432571
149570563,29.6201948,-98.7432315
149570601,29.623983,-98.744999
149571250,29.544211,-98.612666
149571253,29.542794,-98.612215
149572007,29.555803,-98.674846
149572267,29.579843,-98.687932
149572873,29.508208,-98.636448
149574916,29.4675437,-98.4791427
149574940,29.45332,-98.486449
149574942,29.453871,-98.486453
149574948,29.546384,-98.629596
149574949,29.545123,-98.629605
149575024,29.483918,-98.585452
149575035,29.484829,-98.585768
149575036,29.484874,-98.585787
149575053,29.486876,-98.586736
149575207,29.536884,-98.506415
149575214,29.537013,-98.510805
149575219,29.4327175,-98.4784986
149575225,29.4326779,-98.474739
149575227,29.4326817,-98.4732656
149575229,29.4326857,-98.4717726
149575233,29.4326896,-98.4702648
149575235,29.4326937,-98.4687167
149575237,29.4326976,-98.4672347
149575239,29.4327015,-98.465751
149575242,29.4327034,-98.465014
149575244,29.4327054,-98.464245
149575247,29.4327073,-98.463524
149575249,29.4327092,-98.46279
149575251,29.4327113,-98.462013
149575253,29.4327138,-98.4610357
149575255,29.4327177,-98.4595784
149575257,29.4327215,-98.4581148
149575259,29.432726,-98.456399
149575463,29.489541,-98.593815
149575466,29.490212,-98.593146
149575475,29.490956,-98.59247
149575477,29.491777,-98.591636
149575480,29.492628,-98.590782
149575482,29.493489,-98.589916
149575484,29.494326,-98.589073
149575495,29.495398,-98.588508
149575497,29.496251,-98.588501
149575513,29.539526,-98.666031
149575522,29.538269,-98.664237
149575528,29.537779,-98.663697
149575603,29.476657,-98.471865
149575606,29.476633,-98.472012
